record_id,record_type,kanda,sarga_number,source_locator,confidence,tamil_state,variant_state,primary_disposition,blocking_issue,recommended_action
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,96,2.96.1-30,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-WISDOM-001,WISDOM,Ayodhya Kanda,96,2.96.1-30,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,96,2.96.1-30,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-SARGA-001,SARGA,Ayodhya Kanda,97,2.97.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-EVENT-001,EVENT,Ayodhya Kanda,97,2.97.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,97,2.97.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-CHARACTER-001,CHARACTER,Ayodhya Kanda,97,2.97.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-PLACE-001,PLACE,Ayodhya Kanda,97,2.97.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-JOURNEY-001,JOURNEY,Ayodhya Kanda,97,2.97.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,97,2.97.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-WISDOM-001,WISDOM,Ayodhya Kanda,97,2.97.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,97,2.97.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-SARGA-001,SARGA,Ayodhya Kanda,98,2.98.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-EVENT-001,EVENT,Ayodhya Kanda,98,2.98.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,98,2.98.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-CHARACTER-001,CHARACTER,Ayodhya Kanda,98,2.98.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-PLACE-001,PLACE,Ayodhya Kanda,98,2.98.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-JOURNEY-001,JOURNEY,Ayodhya Kanda,98,2.98.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,98,2.98.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-WISDOM-001,WISDOM,Ayodhya Kanda,98,2.98.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,98,2.98.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-SARGA-001,SARGA,Ayodhya Kanda,99,2.99.1-42,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-EVENT-001,EVENT,Ayodhya Kanda,99,2.99.1-42,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,99,2.99.1-42,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-CHARACTER-001,CHARACTER,Ayodhya Kanda,99,2.99.1-42,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-PLACE-001,PLACE,Ayodhya Kanda,99,2.99.1-42,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-JOURNEY-001,JOURNEY,Ayodhya Kanda,99,2.99.1-42,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,99,2.99.1-42,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-WISDOM-001,WISDOM,Ayodhya Kanda,99,2.99.1-42,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,99,2.99.1-42,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-100-SARGA-001,SARGA,Ayodhya Kanda,100,2.100.1-76,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-100-EVENT-001,EVENT,Ayodhya Kanda,100,2.100.1-76,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-100-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,100,2.100.1-76,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-100-CHARACTER-001,CHARACTER,Ayodhya Kanda,100,2.100.1-76,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-100-PLACE-001,PLACE,Ayodhya Kanda,100,2.100.1-76,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-100-JOURNEY-001,JOURNEY,Ayodhya Kanda,100,2.100.1-76,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-100-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,100,2.100.1-76,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-100-WISDOM-001,WISDOM,Ayodhya Kanda,100,2.100.1-76,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-100-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,100,2.100.1-76,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-101-SARGA-001,SARGA,Ayodhya Kanda,101,2.101.1-9,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-101-EVENT-001,EVENT,Ayodhya Kanda,101,2.101.1-9,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-101-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,101,2.101.1-9,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-101-CHARACTER-001,CHARACTER,Ayodhya Kanda,101,2.101.1-9,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-101-PLACE-001,PLACE,Ayodhya Kanda,101,2.101.1-9,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-101-JOURNEY-001,JOURNEY,Ayodhya Kanda,101,2.101.1-9,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-101-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,101,2.101.1-9,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-101-WISDOM-001,WISDOM,Ayodhya Kanda,101,2.101.1-9,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-MAXVALUE-20260825-AYODHYA-94-101-101-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,101,2.101.1-9,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,TECHNICAL_BLOCK,"Required field missing.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-102-SARGA-001,SARGA,Ayodhya Kanda,102,2.102.1-49,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-102-EVENT-001,EVENT,Ayodhya Kanda,102,2.102.1-49,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-102-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,102,2.102.1-49,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-102-CHARACTER-001,CHARACTER,Ayodhya Kanda,102,2.102.1-49,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-102-PLACE-001,PLACE,Ayodhya Kanda,102,2.102.1-49,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-102-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,102,2.102.1-49,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-102-WISDOM-001,WISDOM,Ayodhya Kanda,102,2.102.1-49,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-102-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,102,2.102.1-49,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-102-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,102,2.102.1-49,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-103-SARGA-001,SARGA,Ayodhya Kanda,103,2.103.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-103-EVENT-001,EVENT,Ayodhya Kanda,103,2.103.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-103-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,103,2.103.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-103-CHARACTER-001,CHARACTER,Ayodhya Kanda,103,2.103.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-103-PLACE-001,PLACE,Ayodhya Kanda,103,2.103.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-103-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,103,2.103.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
